V2,V3,value
Lemvig,Rudersdal,0
Læsø,Rudersdal,0
Struer,Rudersdal,0
Rødovre,Rødovre,4374
København,Rødovre,3279
Hvidovre,Rødovre,859
Brøndby,Rødovre,632
Frederiksberg,Rødovre,525
Glostrup,Rødovre,440
Ballerup,Rødovre,435
Høje-Taastrup,Rødovre,408
Gladsaxe,Rødovre,406
Greve,Rødovre,366
Albertslund,Rødovre,328
Herlev,Rødovre,274
Roskilde,Rødovre,274
Egedal,Rødovre,268
Køge,Rødovre,250
Gentofte,Rødovre,211
Lyngby-Taarbæk,Rødovre,178
Tårnby,Rødovre,174
Vallensbæk,Rødovre,162
Ishøj,Rødovre,159
Rudersdal,Rødovre,148
Holbæk,Rødovre,145
Næstved,Rødovre,131
Solrød,Rødovre,122
Furesø,Rødovre,120
Lejre,Rødovre,115
Helsingør,Rødovre,112
Frederikssund,Rødovre,110
Hillerød,Rødovre,103
Fredensborg,Rødovre,101
Faxe,Rødovre,94
Gribskov,Rødovre,74
Stevns,Rødovre,73
Ringsted,Rødovre,70
Slagelse,Rødovre,69
Halsnæs,Rødovre,66
Vordingborg,Rødovre,57
Hørsholm,Rødovre,55
Allerød,Rødovre,53
Odsherred,Rødovre,50
Dragør,Rødovre,47
Kalundborg,Rødovre,40
Sorø,Rødovre,36
Aarhus,Rødovre,26
Guldborgsund,Rødovre,26
Odense,Rødovre,26
Lolland,Rødovre,20
Aalborg,Rødovre,15
Vejle,Rødovre,14
Bornholm,Rødovre,12
Kolding,Rødovre,12
Horsens,Rødovre,11
Randers,Rødovre,11
Haderslev,Rødovre,10
Silkeborg,Rødovre,10
Hedensted,Rødovre,8
Svendborg,Rødovre,7
Syddjurs,Rødovre,7
Esbjerg,Rødovre,5
Nordfyns,Rødovre,5
Nyborg,Rødovre,5
Skanderborg,Rødovre,5
Sønderborg,Rødovre,5
Tønder,Rødovre,5
Aabenraa,Rødovre,4
Faaborg-Midtfyn,Rødovre,4
Herning,Rødovre,4
Odder,Rødovre,4
Varde,Rødovre,4
Brønderslev,Rødovre,3
Hjørring,Rødovre,3
Holstebro,Rødovre,3
Viborg,Rødovre,3
Assens,Rødovre,2
Favrskov,Rødovre,2
Fredericia,Rødovre,2
Mariagerfjord,Rødovre,2
Middelfart,Rødovre,2
Thisted,Rødovre,2
Vejen,Rødovre,2
Billund,Rødovre,1
Frederikshavn,Rødovre,1
Jammerbugt,Rødovre,1
Rebild,Rødovre,1
Ringkøbing-Skjern,Rødovre,1
Struer,Rødovre,1
Vesthimmerlands,Rødovre,1
Christiansø,Rødovre,0
Fanø,Rødovre,0
Ikast-Brande,Rødovre,0
Kerteminde,Rødovre,0
Langeland,Rødovre,0
Lemvig,Rødovre,0
Læsø,Rødovre,0
Morsø,Rødovre,0
Norddjurs,Rødovre,0
Samsø,Rødovre,0
Skive,Rødovre,0
Ærø,Rødovre,0
Samsø,Samsø,1444
Aarhus,Samsø,18
Odder,Samsø,17
Skanderborg,Samsø,8
København,Samsø,7
Horsens,Samsø,6
Kalundborg,Samsø,5
Randers,Samsø,5
Ærø,Samsø,5
Frederiksberg,Samsø,4
Syddjurs,Samsø,4
Herning,Samsø,3
Silkeborg,Samsø,3
Billund,Samsø,2
Favrskov,Samsø,2
Fredericia,Samsø,2
Lyngby-Taarbæk,Samsø,2
Norddjurs,Samsø,2
Svendborg,Samsø,2
Vejle,Samsø,2
Viborg,Samsø,2
Aalborg,Samsø,1
Dragør,Samsø,1
Esbjerg,Samsø,1
Furesø,Samsø,1
Gentofte,Samsø,1
Haderslev,Samsø,1
Hedensted,Samsø,1
Hjørring,Samsø,1
Holbæk,Samsø,1
Hørsholm,Samsø,1
Ikast-Brande,Samsø,1
Kerteminde,Samsø,1
Kolding,Samsø,1
Langeland,Samsø,1
Lolland,Samsø,1
Mariagerfjord,Samsø,1
Odense,Samsø,1
Roskilde,Samsø,1
Rudersdal,Samsø,1
Slagelse,Samsø,1
Aabenraa,Samsø,0
Albertslund,Samsø,0
Allerød,Samsø,0
Assens,Samsø,0
Ballerup,Samsø,0
Bornholm,Samsø,0
Brøndby,Samsø,0
Brønderslev,Samsø,0
Christiansø,Samsø,0
Egedal,Samsø,0
Faaborg-Midtfyn,Samsø,0
Fanø,Samsø,0
Faxe,Samsø,0
Fredensborg,Samsø,0
Frederikshavn,Samsø,0
Frederikssund,Samsø,0
Gladsaxe,Samsø,0
Glostrup,Samsø,0
Greve,Samsø,0
Gribskov,Samsø,0
Guldborgsund,Samsø,0
Halsnæs,Samsø,0
Helsingør,Samsø,0
Herlev,Samsø,0
Hillerød,Samsø,0
Holstebro,Samsø,0
Hvidovre,Samsø,0
Høje-Taastrup,Samsø,0
Ishøj,Samsø,0
Jammerbugt,Samsø,0
Køge,Samsø,0
Lejre,Samsø,0
Lemvig,Samsø,0
Læsø,Samsø,0
Middelfart,Samsø,0
Morsø,Samsø,0
Nordfyns,Samsø,0
Nyborg,Samsø,0
Næstved,Samsø,0
Odsherred,Samsø,0
Rebild,Samsø,0
Ringkøbing-Skjern,Samsø,0
Ringsted,Samsø,0
Rødovre,Samsø,0
Skive,Samsø,0
Solrød,Samsø,0
Sorø,Samsø,0
Stevns,Samsø,0
Struer,Samsø,0
Sønderborg,Samsø,0
Thisted,Samsø,0
Tårnby,Samsø,0
Tønder,Samsø,0
Vallensbæk,Samsø,0
Varde,Samsø,0
Vejen,Samsø,0
Vesthimmerlands,Samsø,0
Vordingborg,Samsø,0
Silkeborg,Silkeborg,28546
Aarhus,Silkeborg,1969
Viborg,Silkeborg,1906
Skanderborg,Silkeborg,1174
Ikast-Brande,Silkeborg,1015
Favrskov,Silkeborg,843
Horsens,Silkeborg,615
Herning,Silkeborg,518
Randers,Silkeborg,437
Vejle,Silkeborg,207
Skive,Silkeborg,135
Aalborg,Silkeborg,127
Hedensted,Silkeborg,126
Holstebro,Silkeborg,113
Syddjurs,Silkeborg,83
Odder,Silkeborg,82
Ringkøbing-Skjern,Silkeborg,70
København,Silkeborg,60
Fredericia,Silkeborg,58
Kolding,Silkeborg,55
Vesthimmerlands,Silkeborg,53
Mariagerfjord,Silkeborg,49
Odense,Silkeborg,46
Norddjurs,Silkeborg,45
Middelfart,Silkeborg,31
Struer,Silkeborg,30
Esbjerg,Silkeborg,29
Billund,Silkeborg,24
Hjørring,Silkeborg,24
Frederiksberg,Silkeborg,20
Vejen,Silkeborg,20
Aabenraa,Silkeborg,18
Thisted,Silkeborg,18
Guldborgsund,Silkeborg,17
Haderslev,Silkeborg,17
Sønderborg,Silkeborg,16
Varde,Silkeborg,16
Morsø,Silkeborg,15
Rebild,Silkeborg,15
Roskilde,Silkeborg,14
Assens,Silkeborg,13
Køge,Silkeborg,13
Egedal,Silkeborg,12
Frederikshavn,Silkeborg,12
Lemvig,Silkeborg,12
Brønderslev,Silkeborg,11
Greve,Silkeborg,11
Slagelse,Silkeborg,11
Gentofte,Silkeborg,10
Høje-Taastrup,Silkeborg,10
Holbæk,Silkeborg,9
Hvidovre,Silkeborg,9
Jammerbugt,Silkeborg,9
Næstved,Silkeborg,9
Rudersdal,Silkeborg,9
Helsingør,Silkeborg,8
Rødovre,Silkeborg,8
Fredensborg,Silkeborg,6
Frederikssund,Silkeborg,6
Gladsaxe,Silkeborg,6
Lejre,Silkeborg,6
Ringsted,Silkeborg,6
Tønder,Silkeborg,6
Vordingborg,Silkeborg,6
Allerød,Silkeborg,5
Ballerup,Silkeborg,5
Faaborg-Midtfyn,Silkeborg,5
Samsø,Silkeborg,5
Svendborg,Silkeborg,5
Hillerød,Silkeborg,4
Ishøj,Silkeborg,4
Lyngby-Taarbæk,Silkeborg,4
Nordfyns,Silkeborg,4
Nyborg,Silkeborg,4
Solrød,Silkeborg,4
Tårnby,Silkeborg,4
Faxe,Silkeborg,3
Glostrup,Silkeborg,3
Herlev,Silkeborg,3
Hørsholm,Silkeborg,3
Kalundborg,Silkeborg,3
Kerteminde,Silkeborg,3
Odsherred,Silkeborg,3
Vallensbæk,Silkeborg,3
Albertslund,Silkeborg,2
Brøndby,Silkeborg,2
Dragør,Silkeborg,2
Furesø,Silkeborg,2
Gribskov,Silkeborg,2
Lolland,Silkeborg,2
Sorø,Silkeborg,2
Stevns,Silkeborg,2
Ærø,Silkeborg,2
Halsnæs,Silkeborg,1
Langeland,Silkeborg,1
Læsø,Silkeborg,1
Bornholm,Silkeborg,0
Christiansø,Silkeborg,0
Fanø,Silkeborg,0
Skanderborg,Skanderborg,13122
Aarhus,Skanderborg,4357
Silkeborg,Skanderborg,1577
Horsens,Skanderborg,1556
Favrskov,Skanderborg,728
Odder,Skanderborg,567
Randers,Skanderborg,430
Hedensted,Skanderborg,253
Vejle,Skanderborg,251
Syddjurs,Skanderborg,220
Norddjurs,Skanderborg,163
Viborg,Skanderborg,133
Herning,Skanderborg,84
Ikast-Brande,Skanderborg,84
Kolding,Skanderborg,63
Aalborg,Skanderborg,59
København,Skanderborg,57
Fredericia,Skanderborg,51
Odense,Skanderborg,47
Mariagerfjord,Skanderborg,46
Middelfart,Skanderborg,41
Holstebro,Skanderborg,29
Esbjerg,Skanderborg,22
Haderslev,Skanderborg,18
Skive,Skanderborg,17
Varde,Skanderborg,16
Ringkøbing-Skjern,Skanderborg,15
Aabenraa,Skanderborg,14
Rebild,Skanderborg,13
Vejen,Skanderborg,13
Assens,Skanderborg,12
Billund,Skanderborg,12
Faaborg-Midtfyn,Skanderborg,12
Hjørring,Skanderborg,12
Samsø,Skanderborg,12
Struer,Skanderborg,12
Frederiksberg,Skanderborg,11
Jammerbugt,Skanderborg,11
Slagelse,Skanderborg,11
Sønderborg,Skanderborg,11
Nordfyns,Skanderborg,10
Gentofte,Skanderborg,9
Kerteminde,Skanderborg,9
Sorø,Skanderborg,9
Vesthimmerlands,Skanderborg,9
Gladsaxe,Skanderborg,8
Roskilde,Skanderborg,8
Thisted,Skanderborg,8
Greve,Skanderborg,7
Næstved,Skanderborg,7
Frederikshavn,Skanderborg,5
Hillerød,Skanderborg,5
Hvidovre,Skanderborg,5
Køge,Skanderborg,5
Nyborg,Skanderborg,5
Brønderslev,Skanderborg,4
Holbæk,Skanderborg,4
Rudersdal,Skanderborg,4
Svendborg,Skanderborg,4
Ballerup,Skanderborg,3
Faxe,Skanderborg,3
Halsnæs,Skanderborg,3
Helsingør,Skanderborg,3
Ishøj,Skanderborg,3
Kalundborg,Skanderborg,3
Lejre,Skanderborg,3
Rødovre,Skanderborg,3
Solrød,Skanderborg,3
Tønder,Skanderborg,3
Vallensbæk,Skanderborg,3
Vordingborg,Skanderborg,3
Allerød,Skanderborg,2
Brøndby,Skanderborg,2
Frederikssund,Skanderborg,2
Glostrup,Skanderborg,2
Gribskov,Skanderborg,2
Guldborgsund,Skanderborg,2
Høje-Taastrup,Skanderborg,2
Hørsholm,Skanderborg,2
Lyngby-Taarbæk,Skanderborg,2
Ærø,Skanderborg,2
Albertslund,Skanderborg,1
Bornholm,Skanderborg,1
Dragør,Skanderborg,1
Egedal,Skanderborg,1
Fredensborg,Skanderborg,1
Furesø,Skanderborg,1
Herlev,Skanderborg,1
Lemvig,Skanderborg,1
Morsø,Skanderborg,1
Odsherred,Skanderborg,1
Ringsted,Skanderborg,1
Stevns,Skanderborg,1
Tårnby,Skanderborg,1
Christiansø,Skanderborg,0
Fanø,Skanderborg,0
Langeland,Skanderborg,0
Lolland,Skanderborg,0
Læsø,Skanderborg,0
Skive,Skive,16662
Viborg,Skive,1883
Holstebro,Skive,590
Morsø,Skive,541
Aarhus,Skive,209
Herning,Skive,202
Silkeborg,Skive,157
Aalborg,Skive,143
Struer,Skive,138
Vesthimmerlands,Skive,134
Thisted,Skive,132
Randers,Skive,106
Mariagerfjord,Skive,71
Ikast-Brande,Skive,50
Rebild,Skive,33
Favrskov,Skive,32
Lemvig,Skive,32
Ringkøbing-Skjern,Skive,29
København,Skive,26
Skanderborg,Skive,25
Syddjurs,Skive,24
Vejle,Skive,23
Kolding,Skive,21
Horsens,Skive,20
Norddjurs,Skive,19
Jammerbugt,Skive,18
Odense,Skive,17
Hjørring,Skive,15
Varde,Skive,15
Esbjerg,Skive,14
Aabenraa,Skive,13
Frederikshavn,Skive,12
Haderslev,Skive,11
Hedensted,Skive,11
Faaborg-Midtfyn,Skive,10
Roskilde,Skive,10
Sønderborg,Skive,10
Vejen,Skive,10
Brønderslev,Skive,9
Fredericia,Skive,9
Tønder,Skive,9
Assens,Skive,8
Egedal,Skive,8
Frederiksberg,Skive,7
Odder,Skive,7
Ringsted,Skive,7
Slagelse,Skive,7
Billund,Skive,6
Gentofte,Skive,6
Holbæk,Skive,6
Middelfart,Skive,6
Næstved,Skive,6
Gladsaxe,Skive,5
Glostrup,Skive,5
Rødovre,Skive,5
Vordingborg,Skive,5
Greve,Skive,4
Guldborgsund,Skive,4
Kalundborg,Skive,4
Lyngby-Taarbæk,Skive,4
Dragør,Skive,3
Fredensborg,Skive,3
Hillerød,Skive,3
Nyborg,Skive,3
Odsherred,Skive,3
Albertslund,Skive,2
Allerød,Skive,2
Ballerup,Skive,2
Faxe,Skive,2
Furesø,Skive,2
Hvidovre,Skive,2
Hørsholm,Skive,2
Køge,Skive,2
Langeland,Skive,2
Lolland,Skive,2
Rudersdal,Skive,2
Sorø,Skive,2
Stevns,Skive,2
Svendborg,Skive,2
Tårnby,Skive,2
Vallensbæk,Skive,2
Fanø,Skive,1
Frederikssund,Skive,1
Gribskov,Skive,1
Halsnæs,Skive,1
Helsingør,Skive,1
Herlev,Skive,1
Lejre,Skive,1
Nordfyns,Skive,1
Samsø,Skive,1
Solrød,Skive,1
Ærø,Skive,1
Bornholm,Skive,0
Brøndby,Skive,0
Christiansø,Skive,0
Høje-Taastrup,Skive,0
Ishøj,Skive,0
Kerteminde,Skive,0
Læsø,Skive,0
Slagelse,Slagelse,22743
Kalundborg,Slagelse,1611
Næstved,Slagelse,1397
Sorø,Slagelse,1356
København,Slagelse,680
Ringsted,Slagelse,457
Holbæk,Slagelse,430
Odense,Slagelse,425
Nyborg,Slagelse,201
Roskilde,Slagelse,193
Køge,Slagelse,167
Vordingborg,Slagelse,138
Faxe,Slagelse,131
Odsherred,Slagelse,122
Frederiksberg,Slagelse,104
Guldborgsund,Slagelse,92
Svendborg,Slagelse,81
Lejre,Slagelse,63
Høje-Taastrup,Slagelse,60
Greve,Slagelse,54
Aarhus,Slagelse,52
Faaborg-Midtfyn,Slagelse,52
Solrød,Slagelse,47
Gentofte,Slagelse,46
Hvidovre,Slagelse,46
Lolland,Slagelse,44
Frederikssund,Slagelse,42
Gladsaxe,Slagelse,42
Stevns,Slagelse,41
Kerteminde,Slagelse,36
Tårnby,Slagelse,36
Assens,Slagelse,35
Ballerup,Slagelse,32
Rødovre,Slagelse,32
Aalborg,Slagelse,31
Rudersdal,Slagelse,31
Lyngby-Taarbæk,Slagelse,30
Egedal,Slagelse,28
Furesø,Slagelse,28
Albertslund,Slagelse,26
Brøndby,Slagelse,25
Helsingør,Slagelse,25
Vejle,Slagelse,25
Hillerød,Slagelse,22
Middelfart,Slagelse,22
Fredericia,Slagelse,21
Glostrup,Slagelse,21
Fredensborg,Slagelse,20
Herlev,Slagelse,20
Bornholm,Slagelse,17
Kolding,Slagelse,17
Hørsholm,Slagelse,16
Halsnæs,Slagelse,15
Randers,Slagelse,15
Silkeborg,Slagelse,15
Vallensbæk,Slagelse,15
Esbjerg,Slagelse,14
Frederikshavn,Slagelse,14
Gribskov,Slagelse,14
Skanderborg,Slagelse,14
Dragør,Slagelse,13
Ishøj,Slagelse,13
Viborg,Slagelse,13
Allerød,Slagelse,12
Herning,Slagelse,12
Horsens,Slagelse,12
Nordfyns,Slagelse,12
Favrskov,Slagelse,11
Haderslev,Slagelse,10
Mariagerfjord,Slagelse,10
Tønder,Slagelse,7
Vejen,Slagelse,7
Aabenraa,Slagelse,6
Hedensted,Slagelse,6
Holstebro,Slagelse,6
Sønderborg,Slagelse,6
Langeland,Slagelse,5
Norddjurs,Slagelse,5
Vesthimmerlands,Slagelse,5
Brønderslev,Slagelse,4
Hjørring,Slagelse,4
Ringkøbing-Skjern,Slagelse,4
Skive,Slagelse,4
Syddjurs,Slagelse,4
Billund,Slagelse,2
Ikast-Brande,Slagelse,2
Lemvig,Slagelse,2
Morsø,Slagelse,2
Odder,Slagelse,2
Thisted,Slagelse,2
Jammerbugt,Slagelse,1
Samsø,Slagelse,1
Varde,Slagelse,1
Ærø,Slagelse,1
Christiansø,Slagelse,0
Fanø,Slagelse,0
Læsø,Slagelse,0
Rebild,Slagelse,0
Struer,Slagelse,0
Solrød,Solrød,2508
Køge,Solrød,631
Greve,Solrød,363
København,Solrød,328
Roskilde,Solrød,282
Stevns,Solrød,155
Faxe,Solrød,110
Høje-Taastrup,Solrød,93
Næstved,Solrød,84
Lejre,Solrød,70
Ringsted,Solrød,67
Ishøj,Solrød,61
Hvidovre,Solrød,58
Frederiksberg,Solrød,54
Brøndby,Solrød,47
Holbæk,Solrød,44
Ballerup,Solrød,40
Vordingborg,Solrød,35
Albertslund,Solrød,33
Gentofte,Solrød,26
Slagelse,Solrød,26
Vallensbæk,Solrød,25
Gladsaxe,Solrød,24
Tårnby,Solrød,24
Sorø,Solrød,22
Egedal,Solrød,21
Frederikssund,Solrød,21
Guldborgsund,Solrød,21
Rødovre,Solrød,21
Glostrup,Solrød,19
Kalundborg,Solrød,19
Helsingør,Solrød,15
Furesø,Solrød,13
Gribskov,Solrød,10
Odsherred,Solrød,10
Rudersdal,Solrød,10
Hillerød,Solrød,9
Lyngby-Taarbæk,Solrød,9
Fredensborg,Solrød,7
Hørsholm,Solrød,7
Allerød,Solrød,6
Halsnæs,Solrød,6
Lolland,Solrød,6
Herlev,Solrød,5
Odense,Solrød,4
Dragør,Solrød,3
Silkeborg,Solrød,3
Svendborg,Solrød,3
Aarhus,Solrød,2
Hedensted,Solrød,2
Horsens,Solrød,2
Nyborg,Solrød,2
Aalborg,Solrød,1
Billund,Solrød,1
Bornholm,Solrød,1
Esbjerg,Solrød,1
Faaborg-Midtfyn,Solrød,1
Favrskov,Solrød,1
Fredericia,Solrød,1
Mariagerfjord,Solrød,1
Norddjurs,Solrød,1
Rebild,Solrød,1
Ringkøbing-Skjern,Solrød,1
Skanderborg,Solrød,1
Skive,Solrød,1
Vejle,Solrød,1
Aabenraa,Solrød,0
Assens,Solrød,0
Brønderslev,Solrød,0
Christiansø,Solrød,0
Fanø,Solrød,0
Frederikshavn,Solrød,0
Haderslev,Solrød,0
Herning,Solrød,0
Hjørring,Solrød,0
Holstebro,Solrød,0
Ikast-Brande,Solrød,0
Jammerbugt,Solrød,0
Kerteminde,Solrød,0
Kolding,Solrød,0
Langeland,Solrød,0
Lemvig,Solrød,0
Læsø,Solrød,0
Middelfart,Solrød,0
Morsø,Solrød,0
Nordfyns,Solrød,0
Odder,Solrød,0
Randers,Solrød,0
Samsø,Solrød,0
Struer,Solrød,0
Syddjurs,Solrød,0
Sønderborg,Solrød,0
Thisted,Solrød,0
Tønder,Solrød,0
Varde,Solrød,0
Vejen,Solrød,0
Vesthimmerlands,Solrød,0
Viborg,Solrød,0
Ærø,Solrød,0
Sorø,Sorø,6131
Slagelse,Sorø,1631
Næstved,Sorø,637
Kalundborg,Sorø,626
Holbæk,Sorø,484
Ringsted,Sorø,472
København,Sorø,255
Roskilde,Sorø,123
Køge,Sorø,119
Lejre,Sorø,81
Odense,Sorø,77
Faxe,Sorø,68
Vordingborg,Sorø,65
Odsherred,Sorø,61
Guldborgsund,Sorø,51
Frederiksberg,Sorø,42
Sønderborg,Sorø,35
Lolland,Sorø,32
Stevns,Sorø,31
Greve,Sorø,25
Solrød,Sorø,25
Nyborg,Sorø,23
Høje-Taastrup,Sorø,22
Frederikssund,Sorø,21
Aarhus,Sorø,19
Ballerup,Sorø,19
Gladsaxe,Sorø,18
Gentofte,Sorø,17
Albertslund,Sorø,14
Furesø,Sorø,14
Hvidovre,Sorø,14
Rudersdal,Sorø,14
Egedal,Sorø,13
Brøndby,Sorø,11
Gribskov,Sorø,11
Glostrup,Sorø,9
Ishøj,Sorø,9
Rødovre,Sorø,9
Aabenraa,Sorø,8
Kerteminde,Sorø,8
Tårnby,Sorø,8
Lyngby-Taarbæk,Sorø,7
Haderslev,Sorø,6
Herlev,Sorø,6
Kolding,Sorø,6
Vejle,Sorø,6
Aalborg,Sorø,5
Assens,Sorø,5
Fredericia,Sorø,5
Skanderborg,Sorø,5
Svendborg,Sorø,5
Vallensbæk,Sorø,5
Viborg,Sorø,5
Faaborg-Midtfyn,Sorø,4
Halsnæs,Sorø,4
Hillerød,Sorø,4
Horsens,Sorø,4
Hørsholm,Sorø,4
Allerød,Sorø,3
Hedensted,Sorø,3
Middelfart,Sorø,3
Ringkøbing-Skjern,Sorø,3
Vesthimmerlands,Sorø,3
Bornholm,Sorø,2
Dragør,Sorø,2
Esbjerg,Sorø,2
Favrskov,Sorø,2
Fredensborg,Sorø,2
Helsingør,Sorø,2
Herning,Sorø,2
Nordfyns,Sorø,2
Vejen,Sorø,2
Holstebro,Sorø,1
Langeland,Sorø,1
Mariagerfjord,Sorø,1
Norddjurs,Sorø,1
Randers,Sorø,1
Struer,Sorø,1
Thisted,Sorø,1
Tønder,Sorø,1
Ærø,Sorø,1
Billund,Sorø,0
Brønderslev,Sorø,0
Christiansø,Sorø,0
Fanø,Sorø,0
Frederikshavn,Sorø,0
Hjørring,Sorø,0
Ikast-Brande,Sorø,0
Jammerbugt,Sorø,0
Lemvig,Sorø,0
Læsø,Sorø,0
Morsø,Sorø,0
Odder,Sorø,0
Rebild,Sorø,0
Samsø,Sorø,0
Silkeborg,Sorø,0
Skive,Sorø,0
Syddjurs,Sorø,0
Varde,Sorø,0
Stevns,Stevns,4135
Faxe,Stevns,535
Køge,Stevns,432
Næstved,Stevns,145
København,Stevns,136
Vordingborg,Stevns,91
Roskilde,Stevns,48
Solrød,Stevns,39
Greve,Stevns,38
Guldborgsund,Stevns,28
Ringsted,Stevns,24
Holbæk,Stevns,23
Frederiksberg,Stevns,20
Høje-Taastrup,Stevns,16
Gladsaxe,Stevns,15
Slagelse,Stevns,15
Glostrup,Stevns,13
Kalundborg,Stevns,13
Lolland,Stevns,13
Lejre,Stevns,12
Hvidovre,Stevns,11
Sorø,Stevns,11
Ballerup,Stevns,10
Brøndby,Stevns,10
Gentofte,Stevns,10
Frederikssund,Stevns,7
Rødovre,Stevns,7
Vallensbæk,Stevns,7
Hillerød,Stevns,6
Helsingør,Stevns,5
Odense,Stevns,5
Rudersdal,Stevns,5
Tårnby,Stevns,5
Albertslund,Stevns,4
Egedal,Stevns,4
Gribskov,Stevns,4
Herlev,Stevns,4
Ikast-Brande,Stevns,4
Odsherred,Stevns,4
Aarhus,Stevns,3
Faaborg-Midtfyn,Stevns,3
Fredensborg,Stevns,3
Halsnæs,Stevns,3
Ishøj,Stevns,3
Lyngby-Taarbæk,Stevns,3
Nordfyns,Stevns,3
Viborg,Stevns,3
Aabenraa,Stevns,2
Allerød,Stevns,2
Bornholm,Stevns,2
Furesø,Stevns,2
Herning,Stevns,2
Kerteminde,Stevns,2
Langeland,Stevns,2
Svendborg,Stevns,2
Aalborg,Stevns,1
Brønderslev,Stevns,1
Dragør,Stevns,1
Esbjerg,Stevns,1
Horsens,Stevns,1
Mariagerfjord,Stevns,1
Middelfart,Stevns,1
Nyborg,Stevns,1
Randers,Stevns,1
Silkeborg,Stevns,1
Skive,Stevns,1
Syddjurs,Stevns,1
Sønderborg,Stevns,1
Ærø,Stevns,1
Assens,Stevns,0
Billund,Stevns,0
Christiansø,Stevns,0
Fanø,Stevns,0
Favrskov,Stevns,0
Fredericia,Stevns,0
Frederikshavn,Stevns,0
Haderslev,Stevns,0
Hedensted,Stevns,0
Hjørring,Stevns,0
Holstebro,Stevns,0
Hørsholm,Stevns,0
Jammerbugt,Stevns,0
Kolding,Stevns,0
Lemvig,Stevns,0
Læsø,Stevns,0
Morsø,Stevns,0
Norddjurs,Stevns,0
Odder,Stevns,0
Rebild,Stevns,0
Ringkøbing-Skjern,Stevns,0
Samsø,Stevns,0
Skanderborg,Stevns,0
Struer,Stevns,0
Thisted,Stevns,0
Tønder,Stevns,0
Varde,Stevns,0
Vejen,Stevns,0
Vejle,Stevns,0
Vesthimmerlands,Stevns,0
Struer,Struer,5710
Holstebro,Struer,1481
Lemvig,Struer,470
Thisted,Struer,224
Skive,Struer,218
Herning,Struer,200
Viborg,Struer,117
Ringkøbing-Skjern,Struer,75
Aarhus,Struer,48
Aalborg,Struer,30
Silkeborg,Struer,23
Ikast-Brande,Struer,22
Morsø,Struer,19
Vejle,Struer,19
København,Struer,13
Randers,Struer,13
Vesthimmerlands,Struer,10
Horsens,Struer,9
Haderslev,Struer,8
Kolding,Struer,8
Varde,Struer,6
Favrskov,Struer,5
Gentofte,Struer,5
Gladsaxe,Struer,5
Odense,Struer,5
Rebild,Struer,5
Billund,Struer,4
Esbjerg,Struer,4
Frederikshavn,Struer,4
Jammerbugt,Struer,4
Aabenraa,Struer,3
Fredericia,Struer,3
Hedensted,Struer,3
Hjørring,Struer,3
Mariagerfjord,Struer,3
Syddjurs,Struer,3
Sønderborg,Struer,3
Vejen,Struer,3
Kerteminde,Struer,2
Middelfart,Struer,2
Næstved,Struer,2
Brønderslev,Struer,1
Dragør,Struer,1
Faaborg-Midtfyn,Struer,1
Fredensborg,Struer,1
Frederiksberg,Struer,1
Frederikssund,Struer,1
Furesø,Struer,1
Helsingør,Struer,1
Herlev,Struer,1
Holbæk,Struer,1
Ishøj,Struer,1
Køge,Struer,1
Lyngby-Taarbæk,Struer,1
Nordfyns,Struer,1
Odder,Struer,1
Ringsted,Struer,1
Samsø,Struer,1
Skanderborg,Struer,1
Slagelse,Struer,1
Sorø,Struer,1
Svendborg,Struer,1
Tårnby,Struer,1
Vordingborg,Struer,1
Albertslund,Struer,0
Allerød,Struer,0
Assens,Struer,0
Ballerup,Struer,0
Bornholm,Struer,0
Brøndby,Struer,0
Christiansø,Struer,0
Egedal,Struer,0
Fanø,Struer,0
Faxe,Struer,0
Glostrup,Struer,0
Greve,Struer,0
Gribskov,Struer,0
Guldborgsund,Struer,0
Halsnæs,Struer,0
Hillerød,Struer,0
Hvidovre,Struer,0
Høje-Taastrup,Struer,0
Hørsholm,Struer,0
Kalundborg,Struer,0
Langeland,Struer,0
Lejre,Struer,0
Lolland,Struer,0
Læsø,Struer,0
Norddjurs,Struer,0
Nyborg,Struer,0
Odsherred,Struer,0
Roskilde,Struer,0
Rudersdal,Struer,0
Rødovre,Struer,0
Solrød,Struer,0
Stevns,Struer,0
Tønder,Struer,0
Vallensbæk,Struer,0
Ærø,Struer,0
Svendborg,Svendborg,18012
Faaborg-Midtfyn,Svendborg,1697
Odense,Svendborg,1582
Langeland,Svendborg,871
Nyborg,Svendborg,526
Assens,Svendborg,172
Kerteminde,Svendborg,161
Nordfyns,Svendborg,99
København,Svendborg,86
Ærø,Svendborg,64
Middelfart,Svendborg,63
Aarhus,Svendborg,30
Fredericia,Svendborg,24
Vejle,Svendborg,23
Kolding,Svendborg,20
Aalborg,Svendborg,17
Frederiksberg,Svendborg,14
Slagelse,Svendborg,14
Gentofte,Svendborg,12
Vesthimmerlands,Svendborg,11
Rudersdal,Svendborg,10
Esbjerg,Svendborg,9
Sønderborg,Svendborg,9
Roskilde,Svendborg,8
Aabenraa,Svendborg,7
Horsens,Svendborg,7
Silkeborg,Svendborg,7
Skanderborg,Svendborg,7
Varde,Svendborg,7
Helsingør,Svendborg,6
Holbæk,Svendborg,6
Lolland,Svendborg,6
Lyngby-Taarbæk,Svendborg,6
Næstved,Svendborg,6
Tønder,Svendborg,6
Frederikshavn,Svendborg,5
