V2,V3,value
Odense,Frederiksberg,136
Slagelse,Frederiksberg,124
Ringsted,Frederiksberg,115
Halsnæs,Frederiksberg,82
Sorø,Frederiksberg,81
Stevns,Frederiksberg,81
Vordingborg,Frederiksberg,71
Aalborg,Frederiksberg,65
Nyborg,Frederiksberg,57
Guldborgsund,Frederiksberg,50
Odsherred,Frederiksberg,50
Kalundborg,Frederiksberg,39
Kolding,Frederiksberg,31
Vejle,Frederiksberg,27
Lolland,Frederiksberg,24
Svendborg,Frederiksberg,23
Viborg,Frederiksberg,20
Bornholm,Frederiksberg,18
Skanderborg,Frederiksberg,18
Esbjerg,Frederiksberg,15
Silkeborg,Frederiksberg,15
Faaborg-Midtfyn,Frederiksberg,14
Sønderborg,Frederiksberg,14
Assens,Frederiksberg,12
Herning,Frederiksberg,11
Horsens,Frederiksberg,11
Middelfart,Frederiksberg,10
Randers,Frederiksberg,10
Aabenraa,Frederiksberg,9
Favrskov,Frederiksberg,9
Holstebro,Frederiksberg,9
Haderslev,Frederiksberg,8
Kerteminde,Frederiksberg,8
Mariagerfjord,Frederiksberg,8
Varde,Frederiksberg,8
Frederikshavn,Frederiksberg,7
Jammerbugt,Frederiksberg,7
Ringkøbing-Skjern,Frederiksberg,7
Fredericia,Frederiksberg,6
Hedensted,Frederiksberg,6
Odder,Frederiksberg,6
Syddjurs,Frederiksberg,6
Langeland,Frederiksberg,5
Thisted,Frederiksberg,5
Norddjurs,Frederiksberg,4
Rebild,Frederiksberg,4
Skive,Frederiksberg,4
Vejen,Frederiksberg,4
Vesthimmerlands,Frederiksberg,4
Hjørring,Frederiksberg,3
Nordfyns,Frederiksberg,3
Samsø,Frederiksberg,3
Tønder,Frederiksberg,3
Brønderslev,Frederiksberg,2
Fanø,Frederiksberg,2
Lemvig,Frederiksberg,2
Ærø,Frederiksberg,2
Billund,Frederiksberg,1
Ikast-Brande,Frederiksberg,1
Morsø,Frederiksberg,1
Struer,Frederiksberg,1
Christiansø,Frederiksberg,0
Læsø,Frederiksberg,0
Frederikshavn,Frederikshavn,21917
Hjørring,Frederikshavn,2134
Aalborg,Frederikshavn,1364
Brønderslev,Frederikshavn,966
København,Frederikshavn,178
Jammerbugt,Frederikshavn,125
Aarhus,Frederikshavn,117
Rebild,Frederikshavn,62
Odense,Frederikshavn,38
Slagelse,Frederikshavn,38
Randers,Frederikshavn,34
Viborg,Frederikshavn,32
Esbjerg,Frederikshavn,31
Læsø,Frederikshavn,31
Vesthimmerlands,Frederikshavn,28
Norddjurs,Frederikshavn,27
Svendborg,Frederikshavn,25
Thisted,Frederikshavn,23
Mariagerfjord,Frederikshavn,20
Kolding,Frederikshavn,19
Frederiksberg,Frederikshavn,17
Horsens,Frederikshavn,17
Skive,Frederikshavn,16
Bornholm,Frederikshavn,15
Silkeborg,Frederikshavn,15
Syddjurs,Frederikshavn,15
Vejle,Frederikshavn,15
Holbæk,Frederikshavn,14
Guldborgsund,Frederikshavn,13
Holstebro,Frederikshavn,13
Lemvig,Frederikshavn,13
Næstved,Frederikshavn,13
Tårnby,Frederikshavn,13
Roskilde,Frederikshavn,12
Skanderborg,Frederikshavn,12
Faaborg-Midtfyn,Frederikshavn,11
Køge,Frederikshavn,11
Gentofte,Frederikshavn,10
Nyborg,Frederikshavn,10
Ballerup,Frederikshavn,9
Fredensborg,Frederikshavn,9
Fredericia,Frederikshavn,9
Haderslev,Frederikshavn,9
Aabenraa,Frederikshavn,8
Favrskov,Frederikshavn,8
Helsingør,Frederikshavn,8
Herning,Frederikshavn,8
Hvidovre,Frederikshavn,8
Ringkøbing-Skjern,Frederikshavn,8
Sønderborg,Frederikshavn,8
Vordingborg,Frederikshavn,8
Frederikssund,Frederikshavn,7
Greve,Frederikshavn,7
Hedensted,Frederikshavn,7
Ikast-Brande,Frederikshavn,7
Sorø,Frederikshavn,7
Varde,Frederikshavn,7
Egedal,Frederikshavn,6
Faxe,Frederikshavn,6
Gladsaxe,Frederikshavn,6
Halsnæs,Frederikshavn,6
Herlev,Frederikshavn,6
Høje-Taastrup,Frederikshavn,6
Morsø,Frederikshavn,6
Odsherred,Frederikshavn,6
Vejen,Frederikshavn,6
Assens,Frederikshavn,5
Dragør,Frederikshavn,5
Gribskov,Frederikshavn,5
Middelfart,Frederikshavn,5
Struer,Frederikshavn,5
Kerteminde,Frederikshavn,4
Lejre,Frederikshavn,4
Lolland,Frederikshavn,4
Ringsted,Frederikshavn,4
Rudersdal,Frederikshavn,4
Rødovre,Frederikshavn,4
Albertslund,Frederikshavn,3
Fanø,Frederikshavn,3
Hillerød,Frederikshavn,3
Kalundborg,Frederikshavn,3
Lyngby-Taarbæk,Frederikshavn,3
Nordfyns,Frederikshavn,3
Samsø,Frederikshavn,3
Allerød,Frederikshavn,2
Brøndby,Frederikshavn,2
Christiansø,Frederikshavn,2
Furesø,Frederikshavn,2
Hørsholm,Frederikshavn,2
Odder,Frederikshavn,2
Stevns,Frederikshavn,2
Tønder,Frederikshavn,2
Billund,Frederikshavn,1
Ishøj,Frederikshavn,1
Langeland,Frederikshavn,1
Solrød,Frederikshavn,1
Vallensbæk,Frederikshavn,1
Ærø,Frederikshavn,1
Glostrup,Frederikshavn,0
Frederikssund,Frederikssund,9710
Halsnæs,Frederikssund,745
Egedal,Frederikssund,693
København,Frederikssund,634
Hillerød,Frederikssund,596
Roskilde,Frederikssund,426
Lejre,Frederikssund,336
Holbæk,Frederikssund,290
Gribskov,Frederikssund,205
Allerød,Frederikssund,162
Furesø,Frederikssund,159
Ballerup,Frederikssund,136
Frederiksberg,Frederikssund,121
Gladsaxe,Frederikssund,115
Rudersdal,Frederikssund,113
Fredensborg,Frederikssund,104
Høje-Taastrup,Frederikssund,87
Helsingør,Frederikssund,81
Lyngby-Taarbæk,Frederikssund,73
Gentofte,Frederikssund,66
Herlev,Frederikssund,62
Næstved,Frederikssund,61
Odsherred,Frederikssund,57
Greve,Frederikssund,53
Slagelse,Frederikssund,50
Sorø,Frederikssund,45
Køge,Frederikssund,43
Ringsted,Frederikssund,42
Hvidovre,Frederikssund,40
Kalundborg,Frederikssund,38
Hørsholm,Frederikssund,35
Odense,Frederikssund,34
Rødovre,Frederikssund,31
Albertslund,Frederikssund,30
Brøndby,Frederikssund,29
Tårnby,Frederikssund,28
Vordingborg,Frederikssund,27
Ishøj,Frederikssund,25
Stevns,Frederikssund,22
Solrød,Frederikssund,21
Faxe,Frederikssund,18
Glostrup,Frederikssund,15
Vallensbæk,Frederikssund,14
Guldborgsund,Frederikssund,13
Nordfyns,Frederikssund,9
Aarhus,Frederikssund,7
Dragør,Frederikssund,7
Lolland,Frederikssund,7
Aalborg,Frederikssund,5
Bornholm,Frederikssund,5
Faaborg-Midtfyn,Frederikssund,5
Skanderborg,Frederikssund,5
Vejen,Frederikssund,5
Assens,Frederikssund,4
Esbjerg,Frederikssund,4
Fredericia,Frederikssund,4
Kolding,Frederikssund,4
Langeland,Frederikssund,4
Nyborg,Frederikssund,4
Favrskov,Frederikssund,3
Horsens,Frederikssund,3
Silkeborg,Frederikssund,3
Svendborg,Frederikssund,3
Vejle,Frederikssund,3
Herning,Frederikssund,2
Middelfart,Frederikssund,2
Randers,Frederikssund,2
Skive,Frederikssund,2
Sønderborg,Frederikssund,2
Tønder,Frederikssund,2
Varde,Frederikssund,2
Viborg,Frederikssund,2
Aabenraa,Frederikssund,1
Brønderslev,Frederikssund,1
Frederikshavn,Frederikssund,1
Haderslev,Frederikssund,1
Hedensted,Frederikssund,1
Hjørring,Frederikssund,1
Ikast-Brande,Frederikssund,1
Jammerbugt,Frederikssund,1
Mariagerfjord,Frederikssund,1
Odder,Frederikssund,1
Rebild,Frederikssund,1
Samsø,Frederikssund,1
Syddjurs,Frederikssund,1
Thisted,Frederikssund,1
Billund,Frederikssund,0
Christiansø,Frederikssund,0
Fanø,Frederikssund,0
Holstebro,Frederikssund,0
Kerteminde,Frederikssund,0
Lemvig,Frederikssund,0
Læsø,Frederikssund,0
Morsø,Frederikssund,0
Norddjurs,Frederikssund,0
Ringkøbing-Skjern,Frederikssund,0
Struer,Frederikssund,0
Vesthimmerlands,Frederikssund,0
Ærø,Frederikssund,0
Furesø,Furesø,4886
København,Furesø,1490
Ballerup,Furesø,607
Egedal,Furesø,595
Gladsaxe,Furesø,439
Rudersdal,Furesø,412
Frederikssund,Furesø,369
Allerød,Furesø,360
Hillerød,Furesø,313
Frederiksberg,Furesø,274
Lyngby-Taarbæk,Furesø,250
Gentofte,Furesø,237
Gribskov,Furesø,197
Herlev,Furesø,186
Roskilde,Furesø,183
Fredensborg,Furesø,159
Helsingør,Furesø,144
Halsnæs,Furesø,121
Hvidovre,Furesø,118
Høje-Taastrup,Furesø,118
Hørsholm,Furesø,113
Rødovre,Furesø,103
Albertslund,Furesø,88
Greve,Furesø,84
Brøndby,Furesø,76
Glostrup,Furesø,68
Køge,Furesø,59
Tårnby,Furesø,58
Holbæk,Furesø,46
Ishøj,Furesø,46
Lejre,Furesø,38
Vallensbæk,Furesø,36
Solrød,Furesø,29
Odense,Furesø,26
Aarhus,Furesø,24
Ringsted,Furesø,23
Vordingborg,Furesø,23
Faxe,Furesø,21
Næstved,Furesø,21
Slagelse,Furesø,18
Stevns,Furesø,18
Guldborgsund,Furesø,16
Odsherred,Furesø,16
Kalundborg,Furesø,14
Sorø,Furesø,12
Aalborg,Furesø,11
Dragør,Furesø,10
Silkeborg,Furesø,10
Vejle,Furesø,10
Kolding,Furesø,9
Skanderborg,Furesø,9
Herning,Furesø,7
Randers,Furesø,7
Svendborg,Furesø,7
Lolland,Furesø,6
Faaborg-Midtfyn,Furesø,5
Sønderborg,Furesø,5
Viborg,Furesø,5
Esbjerg,Furesø,4
Varde,Furesø,4
Bornholm,Furesø,3
Favrskov,Furesø,3
Fredericia,Furesø,3
Haderslev,Furesø,3
Holstebro,Furesø,3
Ikast-Brande,Furesø,3
Kerteminde,Furesø,3
Mariagerfjord,Furesø,3
Assens,Furesø,2
Billund,Furesø,2
Jammerbugt,Furesø,2
Middelfart,Furesø,2
Nordfyns,Furesø,2
Aabenraa,Furesø,1
Hedensted,Furesø,1
Hjørring,Furesø,1
Horsens,Furesø,1
Norddjurs,Furesø,1
Nyborg,Furesø,1
Odder,Furesø,1
Rebild,Furesø,1
Skive,Furesø,1
Thisted,Furesø,1
Tønder,Furesø,1
Vejen,Furesø,1
Vesthimmerlands,Furesø,1
Ærø,Furesø,1
Brønderslev,Furesø,0
Christiansø,Furesø,0
Fanø,Furesø,0
Frederikshavn,Furesø,0
Langeland,Furesø,0
Lemvig,Furesø,0
Læsø,Furesø,0
Morsø,Furesø,0
Ringkøbing-Skjern,Furesø,0
Samsø,Furesø,0
Struer,Furesø,0
Syddjurs,Furesø,0
Gentofte,Gentofte,9929
København,Gentofte,9905
Gladsaxe,Gentofte,2157
Lyngby-Taarbæk,Gentofte,1808
Frederiksberg,Gentofte,1731
Rudersdal,Gentofte,1415
Fredensborg,Gentofte,699
Furesø,Gentofte,687
Helsingør,Gentofte,673
Hørsholm,Gentofte,557
Ballerup,Gentofte,506
Hillerød,Gentofte,498
Roskilde,Gentofte,468
Egedal,Gentofte,438
Hvidovre,Gentofte,431
Herlev,Gentofte,423
Rødovre,Gentofte,394
Allerød,Gentofte,382
Greve,Gentofte,298
Høje-Taastrup,Gentofte,293
Tårnby,Gentofte,291
Gribskov,Gentofte,275
Brøndby,Gentofte,259
Frederikssund,Gentofte,222
Køge,Gentofte,214
Glostrup,Gentofte,211
Albertslund,Gentofte,179
Solrød,Gentofte,148
Holbæk,Gentofte,145
Ishøj,Gentofte,131
Vallensbæk,Gentofte,127
Halsnæs,Gentofte,124
Lejre,Gentofte,103
Dragør,Gentofte,100
Næstved,Gentofte,95
Aarhus,Gentofte,85
Ringsted,Gentofte,85
Slagelse,Gentofte,75
Faxe,Gentofte,69
Odense,Gentofte,63
Kalundborg,Gentofte,62
Guldborgsund,Gentofte,60
Vordingborg,Gentofte,55
Stevns,Gentofte,53
Sorø,Gentofte,52
Aalborg,Gentofte,42
Odsherred,Gentofte,36
Vejle,Gentofte,35
Esbjerg,Gentofte,29
Silkeborg,Gentofte,19
Bornholm,Gentofte,17
Svendborg,Gentofte,17
Billund,Gentofte,16
Skanderborg,Gentofte,16
Horsens,Gentofte,15
Kolding,Gentofte,14
Fredericia,Gentofte,11
Sønderborg,Gentofte,10
Viborg,Gentofte,10
Haderslev,Gentofte,9
Holstebro,Gentofte,9
Kerteminde,Gentofte,9
Syddjurs,Gentofte,9
Faaborg-Midtfyn,Gentofte,8
Favrskov,Gentofte,8
Herning,Gentofte,8
Hjørring,Gentofte,8
Lolland,Gentofte,7
Nyborg,Gentofte,7
Randers,Gentofte,7
Varde,Gentofte,7
Assens,Gentofte,6
Jammerbugt,Gentofte,6
Rebild,Gentofte,6
Ringkøbing-Skjern,Gentofte,6
Skive,Gentofte,6
Frederikshavn,Gentofte,5
Norddjurs,Gentofte,5
Thisted,Gentofte,5
Aabenraa,Gentofte,4
Brønderslev,Gentofte,4
Ikast-Brande,Gentofte,4
Mariagerfjord,Gentofte,4
Odder,Gentofte,4
Vejen,Gentofte,4
Ærø,Gentofte,4
Hedensted,Gentofte,3
Middelfart,Gentofte,3
Nordfyns,Gentofte,3
Struer,Gentofte,2
Læsø,Gentofte,1
Samsø,Gentofte,1
Tønder,Gentofte,1
Vesthimmerlands,Gentofte,1
Christiansø,Gentofte,0
Fanø,Gentofte,0
Langeland,Gentofte,0
Lemvig,Gentofte,0
Morsø,Gentofte,0
Gladsaxe,Gladsaxe,8821
København,Gladsaxe,7944
Gentofte,Gladsaxe,1669
Lyngby-Taarbæk,Gladsaxe,1563
Frederiksberg,Gladsaxe,1482
Furesø,Gladsaxe,1177
Ballerup,Gladsaxe,1147
Herlev,Gladsaxe,1051
Rudersdal,Gladsaxe,1002
Egedal,Gladsaxe,899
Roskilde,Gladsaxe,732
Rødovre,Gladsaxe,639
Hillerød,Gladsaxe,609
Hvidovre,Gladsaxe,579
Greve,Gladsaxe,564
Høje-Taastrup,Gladsaxe,531
Allerød,Gladsaxe,511
Frederikssund,Gladsaxe,479
Helsingør,Gladsaxe,458
Fredensborg,Gladsaxe,438
Brøndby,Gladsaxe,375
Køge,Gladsaxe,359
Glostrup,Gladsaxe,358
Tårnby,Gladsaxe,350
Gribskov,Gladsaxe,346
Hørsholm,Gladsaxe,343
Albertslund,Gladsaxe,326
Holbæk,Gladsaxe,319
Solrød,Gladsaxe,217
Vallensbæk,Gladsaxe,206
Lejre,Gladsaxe,203
Ishøj,Gladsaxe,197
Kalundborg,Gladsaxe,195
Halsnæs,Gladsaxe,194
Næstved,Gladsaxe,181
Slagelse,Gladsaxe,162
Faxe,Gladsaxe,154
Ringsted,Gladsaxe,146
Aarhus,Gladsaxe,141
Vordingborg,Gladsaxe,108
Dragør,Gladsaxe,103
Odense,Gladsaxe,91
Stevns,Gladsaxe,91
Sorø,Gladsaxe,90
Aalborg,Gladsaxe,83
Guldborgsund,Gladsaxe,78
Odsherred,Gladsaxe,71
Jammerbugt,Gladsaxe,46
Kolding,Gladsaxe,46
Silkeborg,Gladsaxe,44
Randers,Gladsaxe,41
Viborg,Gladsaxe,39
Vejle,Gladsaxe,34
Lolland,Gladsaxe,29
Esbjerg,Gladsaxe,28
Horsens,Gladsaxe,27
Svendborg,Gladsaxe,26
Skanderborg,Gladsaxe,22
Skive,Gladsaxe,21
Vejen,Gladsaxe,18
Middelfart,Gladsaxe,17
Nyborg,Gladsaxe,17
Fredericia,Gladsaxe,16
Herning,Gladsaxe,16
Favrskov,Gladsaxe,15
Rebild,Gladsaxe,15
Assens,Gladsaxe,14
Faaborg-Midtfyn,Gladsaxe,13
Syddjurs,Gladsaxe,13
Bornholm,Gladsaxe,11
Nordfyns,Gladsaxe,11
Aabenraa,Gladsaxe,10
Haderslev,Gladsaxe,10
Brønderslev,Gladsaxe,9
Mariagerfjord,Gladsaxe,9
Norddjurs,Gladsaxe,9
Frederikshavn,Gladsaxe,8
Hjørring,Gladsaxe,8
Holstebro,Gladsaxe,8
Hedensted,Gladsaxe,7
Kerteminde,Gladsaxe,7
Odder,Gladsaxe,7
Sønderborg,Gladsaxe,7
Tønder,Gladsaxe,5
Ringkøbing-Skjern,Gladsaxe,4
Varde,Gladsaxe,4
Ikast-Brande,Gladsaxe,3
Billund,Gladsaxe,2
Lemvig,Gladsaxe,2
Samsø,Gladsaxe,2
Struer,Gladsaxe,2
Thisted,Gladsaxe,2
Vesthimmerlands,Gladsaxe,2
Langeland,Gladsaxe,1
Morsø,Gladsaxe,1
Christiansø,Gladsaxe,0
Fanø,Gladsaxe,0
Læsø,Gladsaxe,0
Ærø,Gladsaxe,0
København,Glostrup,3568
Glostrup,Glostrup,2712
Albertslund,Glostrup,1019
Brøndby,Glostrup,970
Høje-Taastrup,Glostrup,925
Frederiksberg,Glostrup,793
Roskilde,Glostrup,677
Hvidovre,Glostrup,641
Greve,Glostrup,598
Rødovre,Glostrup,577
Gladsaxe,Glostrup,574
Ballerup,Glostrup,570
Gentofte,Glostrup,427
Egedal,Glostrup,424
Køge,Glostrup,404
Vallensbæk,Glostrup,397
Herlev,Glostrup,351
Lyngby-Taarbæk,Glostrup,346
Furesø,Glostrup,311
Ishøj,Glostrup,310
Rudersdal,Glostrup,295
Holbæk,Glostrup,269
Tårnby,Glostrup,263
Næstved,Glostrup,259
Lejre,Glostrup,239
Helsingør,Glostrup,221
Frederikssund,Glostrup,204
Hillerød,Glostrup,201
Solrød,Glostrup,198
Faxe,Glostrup,178
Fredensborg,Glostrup,153
Ringsted,Glostrup,144
Allerød,Glostrup,139
Hørsholm,Glostrup,133
Slagelse,Glostrup,133
Gribskov,Glostrup,128
Vordingborg,Glostrup,104
Stevns,Glostrup,94
Dragør,Glostrup,80
Sorø,Glostrup,79
Guldborgsund,Glostrup,76
Halsnæs,Glostrup,76
Kalundborg,Glostrup,72
Aarhus,Glostrup,70
Odsherred,Glostrup,60
Odense,Glostrup,54
Aalborg,Glostrup,28
Vejle,Glostrup,23
Kolding,Glostrup,19
Lolland,Glostrup,18
Silkeborg,Glostrup,18
Horsens,Glostrup,17
Randers,Glostrup,17
Skanderborg,Glostrup,15
Fredericia,Glostrup,14
Esbjerg,Glostrup,13
Haderslev,Glostrup,12
Viborg,Glostrup,12
Bornholm,Glostrup,11
Herning,Glostrup,11
Syddjurs,Glostrup,11
Rebild,Glostrup,10
Aabenraa,Glostrup,9
Holstebro,Glostrup,9
Middelfart,Glostrup,9
Svendborg,Glostrup,9
Frederikshavn,Glostrup,8
Ikast-Brande,Glostrup,8
Vejen,Glostrup,8
Faaborg-Midtfyn,Glostrup,7
Hedensted,Glostrup,7
Nyborg,Glostrup,7
Assens,Glostrup,6
Jammerbugt,Glostrup,6
Odder,Glostrup,6
Tønder,Glostrup,6
Varde,Glostrup,6
Favrskov,Glostrup,5
Hjørring,Glostrup,5
Kerteminde,Glostrup,5
Nordfyns,Glostrup,5
Ringkøbing-Skjern,Glostrup,5
Sønderborg,Glostrup,5
Thisted,Glostrup,5
Skive,Glostrup,4
Brønderslev,Glostrup,3
Vesthimmerlands,Glostrup,3
Mariagerfjord,Glostrup,2
Morsø,Glostrup,2
Struer,Glostrup,2
Langeland,Glostrup,1
Lemvig,Glostrup,1
Norddjurs,Glostrup,1
Ærø,Glostrup,1
Billund,Glostrup,0
Christiansø,Glostrup,0
Fanø,Glostrup,0
Læsø,Glostrup,0
Samsø,Glostrup,0
Greve,Greve,6947
København,Greve,1451
Køge,Greve,1005
Solrød,Greve,861
Roskilde,Greve,797
Høje-Taastrup,Greve,561
Ishøj,Greve,539
Faxe,Greve,288
Stevns,Greve,283
Næstved,Greve,280
Hvidovre,Greve,275
Brøndby,Greve,257
Ringsted,Greve,253
Holbæk,Greve,225
Frederiksberg,Greve,220
Vallensbæk,Greve,203
Albertslund,Greve,186
Lejre,Greve,178
Slagelse,Greve,177
Rødovre,Greve,170
Glostrup,Greve,150
Ballerup,Greve,132
Egedal,Greve,131
Sorø,Greve,121
Gladsaxe,Greve,109
Vordingborg,Greve,105
Gentofte,Greve,103
Guldborgsund,Greve,96
Tårnby,Greve,87
Frederikssund,Greve,82
Furesø,Greve,72
Kalundborg,Greve,65
Lyngby-Taarbæk,Greve,63
Herlev,Greve,58
Odsherred,Greve,55
Hillerød,Greve,49
Rudersdal,Greve,49
Helsingør,Greve,48
Fredensborg,Greve,40
Halsnæs,Greve,36
Gribskov,Greve,35
Lolland,Greve,31
Dragør,Greve,29
Odense,Greve,29
Hørsholm,Greve,27
Aarhus,Greve,23
Aalborg,Greve,20
Allerød,Greve,20
Hedensted,Greve,18
Vejle,Greve,18
Ringkøbing-Skjern,Greve,17
Kolding,Greve,14
Randers,Greve,14
Horsens,Greve,13
Silkeborg,Greve,13
Esbjerg,Greve,11
Viborg,Greve,10
Rebild,Greve,9
Svendborg,Greve,9
Bornholm,Greve,8
Herning,Greve,8
Faaborg-Midtfyn,Greve,7
Skanderborg,Greve,7
Billund,Greve,6
Favrskov,Greve,6
Haderslev,Greve,6
Vesthimmerlands,Greve,6
Kerteminde,Greve,5
Mariagerfjord,Greve,5
Assens,Greve,4
Fredericia,Greve,4
Holstebro,Greve,4
Norddjurs,Greve,4
Skive,Greve,4
Syddjurs,Greve,4
Varde,Greve,4
Vejen,Greve,4
Hjørring,Greve,3
Ikast-Brande,Greve,3
Langeland,Greve,3
Middelfart,Greve,3
Nyborg,Greve,3
Samsø,Greve,3
Sønderborg,Greve,3
Aabenraa,Greve,2
Brønderslev,Greve,2
Jammerbugt,Greve,2
Lemvig,Greve,2
Nordfyns,Greve,2
Thisted,Greve,2
Morsø,Greve,1
Odder,Greve,1
Struer,Greve,1
Tønder,Greve,1
Christiansø,Greve,0
Fanø,Greve,0
Frederikshavn,Greve,0
Læsø,Greve,0
Ærø,Greve,0
Gribskov,Gribskov,8935
Halsnæs,Gribskov,671
Hillerød,Gribskov,651
Helsingør,Gribskov,507
København,Gribskov,423
Fredensborg,Gribskov,180
Frederikssund,Gribskov,129
Rudersdal,Gribskov,92
Allerød,Gribskov,91
Frederiksberg,Gribskov,70
Lyngby-Taarbæk,Gribskov,61
Egedal,Gribskov,59
Gladsaxe,Gribskov,56
Roskilde,Gribskov,48
Gentofte,Gribskov,44
Ballerup,Gribskov,43
Furesø,Gribskov,41
Holbæk,Gribskov,38
Hørsholm,Gribskov,31
Køge,Gribskov,27
Hvidovre,Gribskov,26
Herlev,Gribskov,25
Greve,Gribskov,21
Næstved,Gribskov,19
Tårnby,Gribskov,19
Odsherred,Gribskov,17
Faxe,Gribskov,14
Lejre,Gribskov,14
Slagelse,Gribskov,14
Albertslund,Gribskov,13
Høje-Taastrup,Gribskov,13
Rødovre,Gribskov,13
Sorø,Gribskov,12
Kalundborg,Gribskov,11
Ringsted,Gribskov,11
Ishøj,Gribskov,10
Vordingborg,Gribskov,10
Brøndby,Gribskov,9
Stevns,Gribskov,9
Aarhus,Gribskov,8
Dragør,Gribskov,8
Guldborgsund,Gribskov,8
Aalborg,Gribskov,6
Glostrup,Gribskov,6
Lolland,Gribskov,6
Solrød,Gribskov,5
Horsens,Gribskov,4
Middelfart,Gribskov,4
Odense,Gribskov,4
Assens,Gribskov,3
Esbjerg,Gribskov,3
Faaborg-Midtfyn,Gribskov,3
Langeland,Gribskov,3
Vallensbæk,Gribskov,3
Bornholm,Gribskov,2
Haderslev,Gribskov,2
Randers,Gribskov,2
Vesthimmerlands,Gribskov,2
Frederikshavn,Gribskov,1
Hedensted,Gribskov,1
Herning,Gribskov,1
Hjørring,Gribskov,1
Holstebro,Gribskov,1
Ikast-Brande,Gribskov,1
Kolding,Gribskov,1
Norddjurs,Gribskov,1
Rebild,Gribskov,1
Silkeborg,Gribskov,1
Svendborg,Gribskov,1
Syddjurs,Gribskov,1
Sønderborg,Gribskov,1
Thisted,Gribskov,1
Vejle,Gribskov,1
Ærø,Gribskov,1
Aabenraa,Gribskov,0
Billund,Gribskov,0
Brønderslev,Gribskov,0
Christiansø,Gribskov,0
Fanø,Gribskov,0
Favrskov,Gribskov,0
Fredericia,Gribskov,0
Jammerbugt,Gribskov,0
Kerteminde,Gribskov,0
Lemvig,Gribskov,0
Læsø,Gribskov,0
Mariagerfjord,Gribskov,0
Morsø,Gribskov,0
Nordfyns,Gribskov,0
Nyborg,Gribskov,0
Odder,Gribskov,0
Ringkøbing-Skjern,Gribskov,0
Samsø,Gribskov,0
Skanderborg,Gribskov,0
Skive,Gribskov,0
Struer,Gribskov,0
Tønder,Gribskov,0
Varde,Gribskov,0
Vejen,Gribskov,0
Viborg,Gribskov,0
Guldborgsund,Guldborgsund,19010
Lolland,Guldborgsund,1793
Vordingborg,Guldborgsund,1009
Næstved,Guldborgsund,367
København,Guldborgsund,266
Faxe,Guldborgsund,86
Frederiksberg,Guldborgsund,52
Køge,Guldborgsund,45
Slagelse,Guldborgsund,37
Stevns,Guldborgsund,34
Ringsted,Guldborgsund,27
Sorø,Guldborgsund,23
Roskilde,Guldborgsund,21
Rudersdal,Guldborgsund,18
Greve,Guldborgsund,16
Gentofte,Guldborgsund,15
Høje-Taastrup,Guldborgsund,15
Holbæk,Guldborgsund,14
Odense,Guldborgsund,14
Hvidovre,Guldborgsund,13
Frederikssund,Guldborgsund,12
Gladsaxe,Guldborgsund,12
Ballerup,Guldborgsund,10
Brøndby,Guldborgsund,10
Solrød,Guldborgsund,10
Svendborg,Guldborgsund,10
Egedal,Guldborgsund,9
Lyngby-Taarbæk,Guldborgsund,9
Albertslund,Guldborgsund,8
Bornholm,Guldborgsund,8
Rødovre,Guldborgsund,8
Tårnby,Guldborgsund,8
Aarhus,Guldborgsund,6
Helsingør,Guldborgsund,6
Odsherred,Guldborgsund,6
Glostrup,Guldborgsund,5
Horsens,Guldborgsund,5
Hørsholm,Guldborgsund,5
Ishøj,Guldborgsund,5
Kalundborg,Guldborgsund,5
Kolding,Guldborgsund,5
Randers,Guldborgsund,5
Silkeborg,Guldborgsund,5
Vallensbæk,Guldborgsund,5
Dragør,Guldborgsund,4
Faaborg-Midtfyn,Guldborgsund,4
Herlev,Guldborgsund,4
Hillerød,Guldborgsund,4
Lejre,Guldborgsund,4
Nordfyns,Guldborgsund,4
Ærø,Guldborgsund,4
Assens,Guldborgsund,3
Esbjerg,Guldborgsund,3
Gribskov,Guldborgsund,3
Herning,Guldborgsund,3
Lemvig,Guldborgsund,3
Nyborg,Guldborgsund,3
Skive,Guldborgsund,3
Vejle,Guldborgsund,3
Aalborg,Guldborgsund,2
Fredensborg,Guldborgsund,2
Furesø,Guldborgsund,2
Haderslev,Guldborgsund,2
Hjørring,Guldborgsund,2
Mariagerfjord,Guldborgsund,2
Sønderborg,Guldborgsund,2
Varde,Guldborgsund,2
Vesthimmerlands,Guldborgsund,2
Viborg,Guldborgsund,2
Aabenraa,Guldborgsund,1
Allerød,Guldborgsund,1
Brønderslev,Guldborgsund,1
Favrskov,Guldborgsund,1
Halsnæs,Guldborgsund,1
Holstebro,Guldborgsund,1
Ikast-Brande,Guldborgsund,1
Kerteminde,Guldborgsund,1
Middelfart,Guldborgsund,1
Morsø,Guldborgsund,1
Norddjurs,Guldborgsund,1
Odder,Guldborgsund,1
Skanderborg,Guldborgsund,1
Struer,Guldborgsund,1
Billund,Guldborgsund,0
Christiansø,Guldborgsund,0
Fanø,Guldborgsund,0
Fredericia,Guldborgsund,0
Frederikshavn,Guldborgsund,0
Hedensted,Guldborgsund,0
Jammerbugt,Guldborgsund,0
Langeland,Guldborgsund,0
Læsø,Guldborgsund,0
Rebild,Guldborgsund,0
Ringkøbing-Skjern,Guldborgsund,0
Samsø,Guldborgsund,0
Syddjurs,Guldborgsund,0
