V2,V3,value
Fredericia,Ringsted,28
Fredericia,Faaborg-Midtfyn,27
Fredericia,Svendborg,24
Fredericia,Brøndby,23
Fredericia,Høje-Taastrup,22
Fredericia,Slagelse,21
Fredericia,Lyngby-Taarbæk,20
Fredericia,Viborg,19
Fredericia,Albertslund,18
Fredericia,Holstebro,18
Fredericia,Gladsaxe,16
Fredericia,Tønder,16
Fredericia,Glostrup,14
Fredericia,Rudersdal,14
Fredericia,Ringkøbing-Skjern,13
Fredericia,Hvidovre,12
Fredericia,Favrskov,12
Fredericia,Randers,12
Fredericia,Gentofte,11
Fredericia,Hjørring,11
Fredericia,Nyborg,10
Fredericia,Skive,9
Fredericia,Frederikshavn,9
Fredericia,Herlev,8
Fredericia,Allerød,8
Fredericia,Roskilde,8
Fredericia,Thisted,8
Fredericia,Frederiksberg,6
Fredericia,Dragør,6
Fredericia,Tårnby,6
Fredericia,Køge,6
Fredericia,Bornholm,6
Fredericia,Norddjurs,6
Fredericia,Vesthimmerlands,6
Fredericia,Kalundborg,5
Fredericia,Sorø,5
Fredericia,Næstved,5
Fredericia,Syddjurs,5
Fredericia,Jammerbugt,5
Fredericia,Helsingør,4
Fredericia,Frederikssund,4
Fredericia,Greve,4
Fredericia,Faxe,4
Fredericia,Lemvig,4
Fredericia,Vallensbæk,3
Fredericia,Furesø,3
Fredericia,Fredensborg,3
Fredericia,Holbæk,3
Fredericia,Lejre,3
Fredericia,Struer,3
Fredericia,Odder,3
Fredericia,Rødovre,2
Fredericia,Hillerød,2
Fredericia,Hørsholm,2
Fredericia,Langeland,2
Fredericia,Samsø,2
Fredericia,Morsø,2
Fredericia,Rebild,2
Fredericia,Mariagerfjord,2
Fredericia,Ishøj,1
Fredericia,Egedal,1
Fredericia,Halsnæs,1
Fredericia,Solrød,1
Fredericia,Odsherred,1
Fredericia,Lolland,1
Fredericia,Vordingborg,1
Fredericia,Brønderslev,1
Fredericia,Gribskov,0
Fredericia,Stevns,0
Fredericia,Guldborgsund,0
Fredericia,Christiansø,0
Fredericia,Ærø,0
Fredericia,Fanø,0
Fredericia,Læsø,0
Frederiksberg,København,25371
Frederiksberg,Frederiksberg,10544
Frederiksberg,Gentofte,1731
Frederiksberg,Gladsaxe,1482
Frederiksberg,Ballerup,1290
Frederiksberg,Lyngby-Taarbæk,1115
Frederiksberg,Hvidovre,898
Frederiksberg,Glostrup,793
Frederiksberg,Tårnby,784
Frederiksberg,Høje-Taastrup,729
Frederiksberg,Brøndby,709
Frederiksberg,Rudersdal,667
Frederiksberg,Herlev,649
Frederiksberg,Roskilde,591
Frederiksberg,Rødovre,525
Frederiksberg,Albertslund,454
Frederiksberg,Hillerød,399
Frederiksberg,Allerød,295
Frederiksberg,Furesø,274
Frederiksberg,Greve,220
Frederiksberg,Aarhus,220
Frederiksberg,Køge,194
Frederiksberg,Fredensborg,182
Frederiksberg,Helsingør,175
Frederiksberg,Hørsholm,174
Frederiksberg,Egedal,164
Frederiksberg,Ishøj,147
Frederiksberg,Odense,143
Frederiksberg,Vallensbæk,135
Frederiksberg,Holbæk,129
Frederiksberg,Frederikssund,121
Frederiksberg,Næstved,109
Frederiksberg,Slagelse,104
Frederiksberg,Aalborg,77
Frederiksberg,Gribskov,70
Frederiksberg,Ringsted,63
Frederiksberg,Uden for Danmark,58
Frederiksberg,Dragør,56
Frederiksberg,Solrød,54
Frederiksberg,Vordingborg,54
Frederiksberg,Guldborgsund,52
Frederiksberg,Halsnæs,44
Frederiksberg,Sorø,42
Frederiksberg,Lejre,42
Frederiksberg,Odsherred,40
Frederiksberg,Faxe,38
Frederiksberg,Kalundborg,34
Frederiksberg,Bornholm,29
Frederiksberg,Esbjerg,29
Frederiksberg,Lolland,28
Frederiksberg,Vejle,27
Frederiksberg,Sønderborg,22
Frederiksberg,Kolding,22
Frederiksberg,Viborg,22
Frederiksberg,Stevns,20
Frederiksberg,Silkeborg,20
Frederiksberg,Herning,18
Frederiksberg,Fredericia,17
Frederiksberg,Frederikshavn,17
Frederiksberg,Holstebro,16
Frederiksberg,Svendborg,14
Frederiksberg,Varde,14
Frederiksberg,Assens,12
Frederiksberg,Ikast-Brande,12
Frederiksberg,Randers,11
Frederiksberg,Skanderborg,11
Frederiksberg,Middelfart,9
Frederiksberg,Billund,9
Frederiksberg,Aabenraa,9
Frederiksberg,Horsens,9
Frederiksberg,Hedensted,9
Frederiksberg,Hjørring,9
Frederiksberg,Haderslev,8
Frederiksberg,Faaborg-Midtfyn,7
Frederiksberg,Vejen,7
Frederiksberg,Skive,7
Frederiksberg,Nyborg,6
Frederiksberg,Syddjurs,6
Frederiksberg,Norddjurs,5
Frederiksberg,Favrskov,5
Frederiksberg,Ringkøbing-Skjern,5
Frederiksberg,Thisted,5
Frederiksberg,Ærø,4
Frederiksberg,Odder,4
Frederiksberg,Samsø,4
Frederiksberg,Brønderslev,4
Frederiksberg,Nordfyns,3
Frederiksberg,Tønder,3
Frederiksberg,Lemvig,3
Frederiksberg,Mariagerfjord,3
Frederiksberg,Kerteminde,2
Frederiksberg,Langeland,2
Frederiksberg,Fanø,2
Frederiksberg,Morsø,2
Frederiksberg,Rebild,2
Frederiksberg,Struer,1
Frederiksberg,Vesthimmerlands,1
Frederiksberg,Jammerbugt,1
Frederiksberg,Christiansø,0
Frederiksberg,Læsø,0
Frederikshavn,Frederikshavn,21917
Frederikshavn,Aalborg,1831
Frederikshavn,Hjørring,1638
Frederikshavn,Brønderslev,720
Frederikshavn,Uden for Danmark,261
Frederikshavn,København,111
Frederikshavn,Aarhus,95
Frederikshavn,Esbjerg,56
Frederikshavn,Jammerbugt,53
Frederikshavn,Ballerup,36
Frederikshavn,Vesthimmerlands,34
Frederikshavn,Thisted,32
Frederikshavn,Rebild,31
Frederikshavn,Fredericia,29
Frederikshavn,Viborg,29
Frederikshavn,Læsø,23
Frederikshavn,Randers,22
Frederikshavn,Horsens,20
Frederikshavn,Odense,19
Frederikshavn,Mariagerfjord,19
Frederikshavn,Allerød,15
Frederikshavn,Kalundborg,15
Frederikshavn,Vejle,15
Frederikshavn,Slagelse,14
Frederikshavn,Ikast-Brande,13
Frederikshavn,Tårnby,12
Frederikshavn,Kolding,12
Frederikshavn,Silkeborg,12
Frederikshavn,Skive,12
Frederikshavn,Odsherred,10
Frederikshavn,Ringkøbing-Skjern,10
Frederikshavn,Holstebro,9
Frederikshavn,Lemvig,9
Frederikshavn,Norddjurs,9
Frederikshavn,Gladsaxe,8
Frederikshavn,Glostrup,8
Frederikshavn,Høje-Taastrup,8
Frederikshavn,Herning,8
Frederikshavn,Syddjurs,8
Frederikshavn,Frederiksberg,7
Frederikshavn,Albertslund,7
Frederikshavn,Køge,7
Frederikshavn,Favrskov,7
Frederikshavn,Hedensted,7
Frederikshavn,Brøndby,6
Frederikshavn,Nordfyns,6
Frederikshavn,Gentofte,5
Frederikshavn,Herlev,5
Frederikshavn,Hvidovre,5
Frederikshavn,Lyngby-Taarbæk,5
Frederikshavn,Rudersdal,5
Frederikshavn,Ringsted,5
Frederikshavn,Bornholm,5
Frederikshavn,Svendborg,5
Frederikshavn,Billund,5
Frederikshavn,Skanderborg,5
Frederikshavn,Helsingør,4
Frederikshavn,Lolland,4
Frederikshavn,Kerteminde,4
Frederikshavn,Sønderborg,4
Frederikshavn,Struer,4
Frederikshavn,Morsø,4
Frederikshavn,Fredensborg,3
Frederikshavn,Haderslev,3
Frederikshavn,Egedal,2
Frederikshavn,Faxe,2
Frederikshavn,Vordingborg,2
Frederikshavn,Middelfart,2
Frederikshavn,Assens,2
Frederikshavn,Nyborg,2
Frederikshavn,Langeland,2
Frederikshavn,Varde,2
Frederikshavn,Vejen,2
Frederikshavn,Aabenraa,2
Frederikshavn,Dragør,1
Frederikshavn,Rødovre,1
Frederikshavn,Hillerød,1
Frederikshavn,Hørsholm,1
Frederikshavn,Frederikssund,1
Frederikshavn,Halsnæs,1
Frederikshavn,Roskilde,1
Frederikshavn,Gribskov,1
Frederikshavn,Faaborg-Midtfyn,1
Frederikshavn,Ærø,1
Frederikshavn,Odder,1
Frederikshavn,Ishøj,0
Frederikshavn,Vallensbæk,0
Frederikshavn,Furesø,0
Frederikshavn,Greve,0
Frederikshavn,Solrød,0
Frederikshavn,Holbæk,0
Frederikshavn,Stevns,0
Frederikshavn,Sorø,0
Frederikshavn,Lejre,0
Frederikshavn,Næstved,0
Frederikshavn,Guldborgsund,0
Frederikshavn,Christiansø,0
Frederikshavn,Tønder,0
Frederikshavn,Fanø,0
Frederikshavn,Samsø,0
Frederikssund,Frederikssund,9710
Frederikssund,København,1909
Frederikssund,Hillerød,1354
Frederikssund,Ballerup,1027
Frederikssund,Egedal,789
Frederikssund,Roskilde,626
Frederikssund,Gladsaxe,479
Frederikssund,Allerød,473
Frederikssund,Rudersdal,380
Frederikssund,Furesø,369
Frederikssund,Høje-Taastrup,357
Frederikssund,Herlev,325
Frederikssund,Halsnæs,282
Frederikssund,Lyngby-Taarbæk,266
Frederikssund,Brøndby,238
Frederikssund,Albertslund,226
Frederikssund,Gentofte,222
Frederikssund,Holbæk,217
Frederikssund,Lejre,207
Frederikssund,Glostrup,204
Frederikssund,Frederiksberg,196
Frederikssund,Hvidovre,175
Frederikssund,Gribskov,129
Frederikssund,Tårnby,123
Frederikssund,Helsingør,122
Frederikssund,Fredensborg,114
Frederikssund,Rødovre,110
Frederikssund,Hørsholm,82
Frederikssund,Greve,82
Frederikssund,Køge,80
Frederikssund,Ringsted,56
Frederikssund,Odense,46
Frederikssund,Odsherred,45
Frederikssund,Kalundborg,43
Frederikssund,Ishøj,42
Frederikssund,Slagelse,42
Frederikssund,Vallensbæk,39
Frederikssund,Aarhus,32
Frederikssund,Uden for Danmark,32
Frederikssund,Solrød,21
Frederikssund,Sorø,21
Frederikssund,Næstved,18
Frederikssund,Faxe,14
Frederikssund,Aalborg,14
Frederikssund,Guldborgsund,12
Frederikssund,Stevns,7
Frederikssund,Kolding,7
Frederikssund,Frederikshavn,7
Frederikssund,Esbjerg,6
Frederikssund,Vejle,6
Frederikssund,Silkeborg,6
Frederikssund,Bornholm,5
Frederikssund,Sønderborg,5
Frederikssund,Varde,5
Frederikssund,Horsens,5
Frederikssund,Herning,5
Frederikssund,Randers,5
Frederikssund,Ikast-Brande,5
Frederikssund,Mariagerfjord,5
Frederikssund,Lolland,4
Frederikssund,Vordingborg,4
Frederikssund,Fredericia,4
Frederikssund,Favrskov,3
Frederikssund,Hjørring,3
Frederikssund,Dragør,2
Frederikssund,Svendborg,2
Frederikssund,Nordfyns,2
Frederikssund,Haderslev,2
Frederikssund,Aabenraa,2
Frederikssund,Lemvig,2
Frederikssund,Skanderborg,2
Frederikssund,Ringkøbing-Skjern,2
Frederikssund,Morsø,2
Frederikssund,Middelfart,1
Frederikssund,Assens,1
Frederikssund,Faaborg-Midtfyn,1
Frederikssund,Kerteminde,1
Frederikssund,Holstebro,1
Frederikssund,Struer,1
Frederikssund,Odder,1
Frederikssund,Hedensted,1
Frederikssund,Skive,1
Frederikssund,Viborg,1
Frederikssund,Vesthimmerlands,1
Frederikssund,Christiansø,0
Frederikssund,Nyborg,0
Frederikssund,Langeland,0
Frederikssund,Ærø,0
Frederikssund,Billund,0
Frederikssund,Tønder,0
Frederikssund,Fanø,0
Frederikssund,Vejen,0
Frederikssund,Syddjurs,0
Frederikssund,Norddjurs,0
Frederikssund,Samsø,0
Frederikssund,Thisted,0
Frederikssund,Brønderslev,0
Frederikssund,Læsø,0
Frederikssund,Rebild,0
Frederikssund,Jammerbugt,0
Furesø,Furesø,4886
Furesø,København,4018
Furesø,Ballerup,1312
Furesø,Gladsaxe,1177
Furesø,Rudersdal,793
Furesø,Lyngby-Taarbæk,697
Furesø,Gentofte,687
Furesø,Allerød,517
Furesø,Herlev,479
Furesø,Hillerød,427
Furesø,Frederiksberg,387
Furesø,Høje-Taastrup,325
Furesø,Glostrup,311
Furesø,Brøndby,260
Furesø,Hvidovre,216
Furesø,Egedal,216
Furesø,Albertslund,195
Furesø,Roskilde,179
Furesø,Frederikssund,159
Furesø,Tårnby,134
Furesø,Rødovre,120
Furesø,Hørsholm,120
Furesø,Fredensborg,101
Furesø,Helsingør,83
Furesø,Greve,72
Furesø,Køge,57
Furesø,Ishøj,43
Furesø,Aarhus,43
Furesø,Gribskov,41
Furesø,Vallensbæk,36
Furesø,Slagelse,28
Furesø,Halsnæs,26
Furesø,Holbæk,24
Furesø,Næstved,20
Furesø,Ringsted,18
Furesø,Odsherred,14
Furesø,Sorø,14
Furesø,Lejre,14
Furesø,Odense,14
Furesø,Solrød,13
Furesø,Aalborg,12
Furesø,Kalundborg,11
Furesø,Uden for Danmark,11
Furesø,Faxe,10
Furesø,Bornholm,8
Furesø,Vordingborg,7
Furesø,Esbjerg,7
Furesø,Dragør,6
Furesø,Viborg,6
Furesø,Kolding,5
Furesø,Vejle,5
Furesø,Holstebro,5
Furesø,Hedensted,5
Furesø,Lolland,4
Furesø,Herning,4
Furesø,Vejen,3
Furesø,Lemvig,3
Furesø,Stevns,2
Furesø,Guldborgsund,2
Furesø,Middelfart,2
Furesø,Faaborg-Midtfyn,2
Furesø,Haderslev,2
Furesø,Sønderborg,2
Furesø,Fredericia,2
Furesø,Randers,2
Furesø,Silkeborg,2
Furesø,Skive,2
Furesø,Frederikshavn,2
Furesø,Rebild,2
Furesø,Assens,1
Furesø,Nordfyns,1
Furesø,Billund,1
Furesø,Varde,1
Furesø,Aabenraa,1
Furesø,Horsens,1
Furesø,Struer,1
Furesø,Favrskov,1
Furesø,Odder,1
Furesø,Samsø,1
Furesø,Skanderborg,1
Furesø,Ikast-Brande,1
Furesø,Ringkøbing-Skjern,1
Furesø,Thisted,1
Furesø,Brønderslev,1
Furesø,Hjørring,1
Furesø,Christiansø,0
Furesø,Kerteminde,0
Furesø,Nyborg,0
Furesø,Svendborg,0
Furesø,Langeland,0
Furesø,Ærø,0
Furesø,Tønder,0
Furesø,Fanø,0
Furesø,Syddjurs,0
Furesø,Norddjurs,0
Furesø,Morsø,0
Furesø,Vesthimmerlands,0
Furesø,Læsø,0
Furesø,Mariagerfjord,0
Furesø,Jammerbugt,0
Gentofte,København,13347
Gentofte,Gentofte,9929
Gentofte,Lyngby-Taarbæk,1983
Gentofte,Gladsaxe,1669
Gentofte,Frederiksberg,1032
Gentofte,Ballerup,969
Gentofte,Rudersdal,957
Gentofte,Herlev,534
Gentofte,Glostrup,427
Gentofte,Høje-Taastrup,406
Gentofte,Hvidovre,396
Gentofte,Tårnby,394
Gentofte,Brøndby,387
Gentofte,Hillerød,357
Gentofte,Allerød,281
Gentofte,Roskilde,279
Gentofte,Albertslund,247
Gentofte,Hørsholm,244
Gentofte,Furesø,237
Gentofte,Rødovre,211
Gentofte,Fredensborg,211
Gentofte,Helsingør,205
Gentofte,Aarhus,184
Gentofte,Greve,103
Gentofte,Køge,88
Gentofte,Egedal,85
Gentofte,Odense,77
Gentofte,Frederikssund,66
Gentofte,Vallensbæk,61
Gentofte,Ishøj,60
Gentofte,Holbæk,54
Gentofte,Næstved,47
Gentofte,Slagelse,46
Gentofte,Gribskov,44
Gentofte,Aalborg,43
Gentofte,Halsnæs,38
Gentofte,Ringsted,32
Gentofte,Uden for Danmark,28
Gentofte,Solrød,26
Gentofte,Esbjerg,20
Gentofte,Kolding,20
Gentofte,Faxe,19
Gentofte,Dragør,17
Gentofte,Sorø,17
Gentofte,Vordingborg,17
Gentofte,Kalundborg,16
Gentofte,Bornholm,16
Gentofte,Guldborgsund,15
Gentofte,Lejre,13
Gentofte,Sønderborg,13
Gentofte,Holstebro,13
Gentofte,Svendborg,12
Gentofte,Herning,12
Gentofte,Odsherred,11
Gentofte,Fredericia,11
Gentofte,Stevns,10
Gentofte,Silkeborg,10
Gentofte,Frederikshavn,10
Gentofte,Lolland,9
Gentofte,Horsens,9
Gentofte,Vejle,9
Gentofte,Skanderborg,9
Gentofte,Viborg,9
Gentofte,Billund,8
Gentofte,Aabenraa,8
Gentofte,Randers,7
Gentofte,Hjørring,7
Gentofte,Ikast-Brande,6
Gentofte,Skive,6
Gentofte,Mariagerfjord,6
Gentofte,Middelfart,5
Gentofte,Assens,5
Gentofte,Varde,5
Gentofte,Vejen,5
Gentofte,Struer,5
Gentofte,Syddjurs,5
Gentofte,Hedensted,5
Gentofte,Faaborg-Midtfyn,4
Gentofte,Kerteminde,4
Gentofte,Nyborg,4
Gentofte,Lemvig,3
Gentofte,Jammerbugt,3
Gentofte,Tønder,2
Gentofte,Norddjurs,2
Gentofte,Odder,2
Gentofte,Ringkøbing-Skjern,2
Gentofte,Morsø,2
Gentofte,Vesthimmerlands,2
Gentofte,Nordfyns,1
Gentofte,Ærø,1
Gentofte,Favrskov,1
Gentofte,Samsø,1
Gentofte,Brønderslev,1
Gentofte,Rebild,1
Gentofte,Christiansø,0
Gentofte,Langeland,0
Gentofte,Haderslev,0
Gentofte,Fanø,0
Gentofte,Thisted,0
Gentofte,Læsø,0
Gladsaxe,Gladsaxe,8821
Gladsaxe,København,8329
Gladsaxe,Lyngby-Taarbæk,2333
Gladsaxe,Gentofte,2157
Gladsaxe,Ballerup,1404
Gladsaxe,Herlev,1229
Gladsaxe,Frederiksberg,923
Gladsaxe,Rudersdal,819
Gladsaxe,Glostrup,574
Gladsaxe,Brøndby,461
Gladsaxe,Hvidovre,445
Gladsaxe,Furesø,439
Gladsaxe,Høje-Taastrup,433
Gladsaxe,Albertslund,422
Gladsaxe,Rødovre,406
Gladsaxe,Hillerød,383
Gladsaxe,Allerød,310
Gladsaxe,Tårnby,309
Gladsaxe,Roskilde,258
Gladsaxe,Egedal,162
Gladsaxe,Helsingør,140
Gladsaxe,Hørsholm,139
Gladsaxe,Fredensborg,133
Gladsaxe,Frederikssund,115
Gladsaxe,Greve,109
Gladsaxe,Ishøj,104
Gladsaxe,Køge,97
Gladsaxe,Aarhus,78
Gladsaxe,Vallensbæk,65
Gladsaxe,Gribskov,56
Gladsaxe,Holbæk,53
Gladsaxe,Slagelse,42
Gladsaxe,Ringsted,38
Gladsaxe,Odense,38
Gladsaxe,Halsnæs,36
Gladsaxe,Næstved,34
Gladsaxe,Uden for Danmark,30
Gladsaxe,Aalborg,28
Gladsaxe,Solrød,24
Gladsaxe,Faxe,23
Gladsaxe,Kalundborg,22
Gladsaxe,Lejre,21
Gladsaxe,Sorø,18
Gladsaxe,Dragør,16
Gladsaxe,Stevns,15
Gladsaxe,Hedensted,13
Gladsaxe,Odsherred,12
Gladsaxe,Guldborgsund,12
Gladsaxe,Bornholm,12
Gladsaxe,Lolland,9
Gladsaxe,Vordingborg,9
Gladsaxe,Esbjerg,9
Gladsaxe,Fredericia,9
Gladsaxe,Vejle,9
Gladsaxe,Sønderborg,8
Gladsaxe,Horsens,8
Gladsaxe,Herning,8
Gladsaxe,Skanderborg,8
Gladsaxe,Hjørring,7
Gladsaxe,Silkeborg,6
Gladsaxe,Viborg,6
Gladsaxe,Frederikshavn,6
Gladsaxe,Aabenraa,5
Gladsaxe,Kolding,5
Gladsaxe,Holstebro,5
Gladsaxe,Struer,5
Gladsaxe,Skive,5
Gladsaxe,Middelfart,4
Gladsaxe,Billund,3
Gladsaxe,Varde,3
Gladsaxe,Ringkøbing-Skjern,3
Gladsaxe,Assens,2
Gladsaxe,Nyborg,2
Gladsaxe,Svendborg,2
Gladsaxe,Ærø,2
Gladsaxe,Tønder,2
Gladsaxe,Syddjurs,2
Gladsaxe,Odder,2
Gladsaxe,Randers,2
Gladsaxe,Faaborg-Midtfyn,1
Gladsaxe,Kerteminde,1
Gladsaxe,Nordfyns,1
Gladsaxe,Langeland,1
Gladsaxe,Haderslev,1
Gladsaxe,Vejen,1
Gladsaxe,Favrskov,1
Gladsaxe,Ikast-Brande,1
Gladsaxe,Morsø,1
Gladsaxe,Thisted,1
Gladsaxe,Rebild,1
Gladsaxe,Mariagerfjord,1
Gladsaxe,Jammerbugt,1
Gladsaxe,Christiansø,0
Gladsaxe,Fanø,0
Gladsaxe,Lemvig,0
Gladsaxe,Norddjurs,0
Gladsaxe,Samsø,0
Gladsaxe,Brønderslev,0
Gladsaxe,Vesthimmerlands,0
Gladsaxe,Læsø,0
Glostrup,Glostrup,2712
Glostrup,København,2285
Glostrup,Brøndby,659
Glostrup,Albertslund,617
Glostrup,Ballerup,524
Glostrup,Høje-Taastrup,477
Glostrup,Rødovre,440
Glostrup,Hvidovre,373
Glostrup,Gladsaxe,358
Glostrup,Herlev,315
Glostrup,Frederiksberg,291
Glostrup,Gentofte,211
Glostrup,Lyngby-Taarbæk,199
Glostrup,Tårnby,168
Glostrup,Greve,150
Glostrup,Rudersdal,143
Glostrup,Roskilde,131
Glostrup,Ishøj,113
Glostrup,Vallensbæk,80
Glostrup,Hillerød,75
Glostrup,Furesø,68
Glostrup,Egedal,57
Glostrup,Køge,51
Glostrup,Allerød,44
Glostrup,Helsingør,28
Glostrup,Hørsholm,26
Glostrup,Ringsted,26
Glostrup,Fredensborg,21
Glostrup,Slagelse,21
Glostrup,Solrød,19
Glostrup,Lejre,19
Glostrup,Holbæk,18
Glostrup,Aarhus,18
Glostrup,Frederikssund,15
Glostrup,Næstved,15
Glostrup,Stevns,13
Glostrup,Odense,12
Glostrup,Faxe,11
Glostrup,Sorø,9
Glostrup,Dragør,8
Glostrup,Uden for Danmark,8
Glostrup,Gribskov,6
Glostrup,Aalborg,6
Glostrup,Halsnæs,5
Glostrup,Guldborgsund,5
Glostrup,Skive,5
Glostrup,Kalundborg,4
Glostrup,Fredericia,4
Glostrup,Randers,4
Glostrup,Odsherred,3
Glostrup,Vordingborg,3
Glostrup,Bornholm,3
Glostrup,Faaborg-Midtfyn,3
Glostrup,Sønderborg,3
Glostrup,Kolding,3
Glostrup,Vejle,3
Glostrup,Silkeborg,3
Glostrup,Viborg,3
Glostrup,Kerteminde,2
Glostrup,Langeland,2
Glostrup,Billund,2
Glostrup,Esbjerg,2
Glostrup,Herning,2
Glostrup,Skanderborg,2
Glostrup,Lolland,1
Glostrup,Middelfart,1
Glostrup,Haderslev,1
Glostrup,Varde,1
Glostrup,Aabenraa,1
Glostrup,Horsens,1
Glostrup,Norddjurs,1
Glostrup,Odder,1
Glostrup,Morsø,1
Glostrup,Thisted,1
Glostrup,Hjørring,1
Glostrup,Christiansø,0
Glostrup,Assens,0
Glostrup,Nyborg,0
Glostrup,Svendborg,0
Glostrup,Nordfyns,0
Glostrup,Ærø,0
Glostrup,Tønder,0
Glostrup,Fanø,0
Glostrup,Vejen,0
Glostrup,Holstebro,0
Glostrup,Lemvig,0
Glostrup,Struer,0
Glostrup,Syddjurs,0
Glostrup,Favrskov,0
Glostrup,Samsø,0
Glostrup,Ikast-Brande,0
Glostrup,Ringkøbing-Skjern,0
Glostrup,Hedensted,0
Glostrup,Brønderslev,0
Glostrup,Frederikshavn,0
Glostrup,Vesthimmerlands,0
Glostrup,Læsø,0
Glostrup,Rebild,0
Glostrup,Mariagerfjord,0
Glostrup,Jammerbugt,0
Greve,Greve,6947
Greve,København,4871
Greve,Høje-Taastrup,1165
Greve,Roskilde,948
Greve,Ballerup,798
Greve,Brøndby,757
Greve,Hvidovre,731
Greve,Køge,696
Greve,Ishøj,678
Greve,Glostrup,598
Greve,Gladsaxe,564
Greve,Albertslund,533
Greve,Frederiksberg,448
Greve,Tårnby,441
Greve,Rødovre,366
Greve,Solrød,363
Greve,Herlev,321
Greve,Gentofte,298
Greve,Lyngby-Taarbæk,289
Greve,Vallensbæk,210
Greve,Rudersdal,182
Greve,Hillerød,104
Greve,Allerød,98
Greve,Ringsted,88
Greve,Furesø,84
Greve,Egedal,70
Greve,Holbæk,67
Greve,Lejre,67
Greve,Næstved,57
Greve,Slagelse,54
Greve,Frederikssund,53
Greve,Faxe,45
Greve,Aarhus,44
Greve,Stevns,38
Greve,Odense,35
Greve,Helsingør,34
Greve,Vordingborg,34
Greve,Fredensborg,31
Greve,Uden for Danmark,31
Greve,Hørsholm,26
Greve,Sorø,25
Greve,Dragør,23
Greve,Kalundborg,22
Greve,Gribskov,21
Greve,Odsherred,19
Greve,Aalborg,18
Greve,Guldborgsund,16
Greve,Vejle,14
Greve,Viborg,12
Greve,Silkeborg,11
Greve,Kolding,9
Greve,Herning,9
Greve,Lolland,8
Greve,Fredericia,8
Greve,Skanderborg,7
Greve,Ringkøbing-Skjern,7
Greve,Frederikshavn,7
Greve,Halsnæs,6
Greve,Bornholm,6
Greve,Esbjerg,6
Greve,Svendborg,5
Greve,Randers,5
Greve,Billund,4
Greve,Aabenraa,4
Greve,Horsens,4
Greve,Holstebro,4
Greve,Skive,4
Greve,Middelfart,3
Greve,Faaborg-Midtfyn,3
Greve,Varde,3
Greve,Assens,2
Greve,Nyborg,2
Greve,Haderslev,2
Greve,Sønderborg,2
Greve,Ikast-Brande,2
Greve,Hedensted,2
Greve,Morsø,2
Greve,Rebild,2
Greve,Kerteminde,1
Greve,Ærø,1
Greve,Vejen,1
Greve,Favrskov,1
Greve,Odder,1
Greve,Thisted,1
Greve,Vesthimmerlands,1
Greve,Hjørring,1
Greve,Christiansø,0
Greve,Nordfyns,0
Greve,Langeland,0
Greve,Tønder,0
Greve,Fanø,0
Greve,Lemvig,0
Greve,Struer,0
Greve,Syddjurs,0
Greve,Norddjurs,0
Greve,Samsø,0
Greve,Brønderslev,0
Greve,Læsø,0
Greve,Mariagerfjord,0
Greve,Jammerbugt,0
Gribskov,Gribskov,8935
Gribskov,Hillerød,2420
Gribskov,København,1491
Gribskov,Helsingør,1032
Gribskov,Rudersdal,571
Gribskov,Allerød,564
Gribskov,Fredensborg,517
Gribskov,Ballerup,349
Gribskov,Lyngby-Taarbæk,348
Gribskov,Halsnæs,347
Gribskov,Gladsaxe,346
Gribskov,Gentofte,275
Gribskov,Frederikssund,205
Gribskov,Hørsholm,202
Gribskov,Furesø,197
Gribskov,Frederiksberg,171
Gribskov,Herlev,161
Gribskov,Glostrup,128
Gribskov,Høje-Taastrup,127
Gribskov,Albertslund,123
Gribskov,Brøndby,122
Gribskov,Hvidovre,115
Gribskov,Tårnby,98
Gribskov,Roskilde,83
Gribskov,Egedal,79
Gribskov,Rødovre,74
Gribskov,Greve,35
Gribskov,Aarhus,32
Gribskov,Uden for Danmark,30
Gribskov,Holbæk,29
Gribskov,Ishøj,19
Gribskov,Ringsted,19
Gribskov,Køge,17
Gribskov,Vallensbæk,16
Gribskov,Slagelse,14
Gribskov,Sorø,11
Gribskov,Solrød,10
Gribskov,Næstved,10
Gribskov,Odense,10
Gribskov,Kolding,10
Gribskov,Bornholm,9
Gribskov,Aalborg,9
Gribskov,Faxe,8
Gribskov,Viborg,8
Gribskov,Odsherred,6
Gribskov,Kalundborg,6
Gribskov,Esbjerg,6
Gribskov,Fredericia,6
Gribskov,Vejle,5
Gribskov,Randers,5
Gribskov,Frederikshavn,5
Gribskov,Stevns,4
Gribskov,Lejre,4
Gribskov,Sønderborg,4
Gribskov,Aabenraa,4
Gribskov,Herning,4
Gribskov,Ringkøbing-Skjern,4
Gribskov,Dragør,3
Gribskov,Lolland,3
Gribskov,Guldborgsund,3
Gribskov,Middelfart,3
Gribskov,Langeland,3
Gribskov,Haderslev,3
Gribskov,Favrskov,3
Gribskov,Hedensted,3
Gribskov,Morsø,3
Gribskov,Rebild,3
Gribskov,Assens,2
Gribskov,Svendborg,2
Gribskov,Horsens,2
Gribskov,Silkeborg,2
Gribskov,Skanderborg,2
Gribskov,Hjørring,2
Gribskov,Vordingborg,1
Gribskov,Kerteminde,1
Gribskov,Nordfyns,1
Gribskov,Billund,1
Gribskov,Vejen,1
Gribskov,Holstebro,1
Gribskov,Ikast-Brande,1
Gribskov,Skive,1
Gribskov,Brønderslev,1
